Hit Name,AURORA1,AURORA2,AURURA5,Charentais2,Charentais3,Charentais5,Crane1,Crane2,Crane3,Crane5,Diplo1,Diplo2,Diplo3,Diplo4,Edisto1,Edisto3,Halona1,Halona2,Halona3,Halona4,Halona5,HBush1,HBush2,HBush4,HBush5,HOrange1,HOrange3,HOrange4,HOrange5,IchibaKouji,IchibaKouji2,IchibaKouji3,Kajari1,Kajari2,Kajari3,Koljo1,Koljo3,Koljo5,Korean1,Korean2,Korean3,Korean4,Midget1,Midget2,Midget3,Midget5,Milan1,Milan2,Milan3,Milan4,Milan5,OHoneydew21,OHoneydew29,OHoneydew2,PMR1,PMR2,PMR3,PMR5,WMR3,WMR4
"1-Butanol, 2-methyl-",0,29.48859936,24.53341695,53.24108609,38.88214654,25.62024264,23.30043538,23.73793258,22.36600467,19.60428274,62.33143535,137.6871572,143.10914,59.56338229,0,0,47.43736613,28.75820591,35.92117665,24.4611787,24.84984521,53.55282455,0,26.59801713,35.49353593,14.46878246,9.925587215,12.76221158,11.86781759,0,0,0,22.77227701,35.08491211,43.32965268,0,0,26.53839982,5.391194316,7.955114694,4.913696479,3.217731301,29.90602543,0,0,39.28058901,45.75416667,63.68595251,68.61883391,74.27694493,50.5175991,8.917894142,28.81185063,0,42.72251808,44.13975771,0,22.3330868,4.033958596,0
"Propanoic acid, 2-methyl-, ethyl ester",0,0,0,0,23.10930107,4.83674456,0,0,0,0,0,0,0,0,0,0,0,6.065548227,0,0,0,0,0,0,0,0,0,0,9.163462967,0,0,0,30.7149922,0,0,14.17415606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Pentanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, methyl ester",24.10662264,0,13.38090709,17.61691788,9.332693373,13.42364588,3.40036374,0,0,4.969738854,0,20.13962201,14.78338341,5.212131011,0,0,10.66963818,10.52920686,0,2.828625261,4.658435363,17.26305158,0,6.915840292,7.864910399,3.09325485,0,0,0,0,0,0,0,0,0,0,0,2.122394923,0,0,0,0,10.78030559,0,0,37.38990151,12.6849986,11.89467985,6.789796713,9.396819036,6.27424874,0,5.195149172,0,9.961744897,8.186713588,0,3.154489218,0,0
"2,3-Butanediol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, ethyl ester",0,0,0,26.27414084,42.38259823,45.8752307,9.629940681,24.13589012,0,8.856636596,0,0,0,0,0,0,6.997162669,12.89620665,13.85771081,23.37246377,0,29.53963526,0,0,0,0,0,0,0,0,0,0,0,6.629286654,0,0,0,0,0,0,0,0,12.41635407,0,0,0,0,0,0,0,0,0,0,0,25.99216135,5.000398512,0,0,0,0
Hexanal,0,42.24050947,55.04981254,0,0,0,0,0,9.453825637,0,11.98311828,25.42436452,35.5652263,4.706325345,11.34773254,18.13925519,0,0,0,0,0,0,0,7.230431149,14.89650641,0,0,0,0,22.53093438,12.55153734,0,0,0,0,0,6.079453994,0,2.554556302,0,3.396823634,1.653090122,0,0,15.17989779,4.671311907,0,9.020814304,10.38924964,7.324429079,8.522687467,0,5.665530766,0,0,0,0,2.425421198,0,4.928400955
2-Heptanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(methylthio)-",0,0,0,0,0,0,0,0,0,0,0,0,0,1.917005172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, ethyl ester",0,0,0,287.1318267,304.1594376,114.4751707,11.04499401,0,0,9.159369724,12.30852968,22.80353621,24.72667176,0,0,0,15.87971762,110.901808,79.19082299,120.8202847,12.93809333,29.33529784,0,11.08684656,22.84708026,17.37198511,0,0,0,0,0,0,0,54.32136271,0,0,0,0,0,0,0,0,69.7172019,0,0,22.22546624,22.0042468,0,0,0,0,0,4.389307977,0,78.52569308,0,0,0,0,0
"2-Hexenal, (E)-",0,39.09268728,42.429339,0,0,0,0,0,0,0,0,0,0,0,4.76857913,8.512774051,0,0,0,0,0,0,4.412747845,0,0,0,0,0,0,7.119301671,8.486910986,0,0,0,0,0,8.850918502,0,4.504497625,5.839299326,4.212235124,3.083124487,0,0,4.430591404,0,0,0,0,0,0,0,0,0,0,0,2.322191258,0,0,4.294975235
"3-Hexen-1-ol, (E)-",0,0,0,0,0,0,0,0,14.76277738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.692463073,0,0,0,0,34.51134743,42.11986631,21.00945431,8.862639178,0,0,0,31.36127578,0,15.40991719,0,0
1-Hexanol,14.67043809,0,1.666576792,64.80444711,25.1814207,26.01601451,14.04195634,33.01267752,33.90317836,5.747070043,0,25.70544031,16.57512558,0,0,0,11.06141048,14.31257477,30.58324953,38.59070269,6.382897207,50.25067552,0,6.936254602,13.44565809,11.8420723,6.853690751,11.34464893,8.861874027,0,0,0,16.07539875,35.22553077,21.83436328,13.52715343,6.634217271,6.552329933,0,0,0,0,14.37025291,3.717595107,2.453522241,0,24.48217309,12.46595216,8.250306498,11.94106516,10.94379074,4.235407967,5.37881563,0,36.64149246,12.53747388,1.663183614,2.878364064,2.237064719,2.213919984
"1-Butanol, 2-methyl-, acetate",0,0,0,0,0,3.201188566,0,3.052709232,0,0,0,7.855674484,6.781775311,0,0,0,3.412252998,0,0,0,0,3.402435515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, 2-methoxy-, methyl ester",0,0,0,0,0,0,1.376008408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heptanal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-, 2-methylpropyl ester",0,0,2.016417273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexanoic acid, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.716723152,0,0,3.451507219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632629252,0,0,0,0,0
"Butanoic acid, 3-hydroxy-, ethyl ester",0,0,0,0,2.17075054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butenoic acid, 2-methyl-, ethyl ester",0,0,0,6.092772134,2.783083684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S-Methyl 3-methylbutanethioate,0,0,0,0,0,0,0,0,0,0,3.74239611,3.25949591,0,8.492353596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, propyl ester",0,0,0,2.021755026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334452377,0,0,0,0,0
Benzaldehyde,61.25200247,203.8276649,48.14350969,33.02089748,25.35074026,12.49659117,3.685010597,5.145693668,5.761738448,4.43969458,5.376570682,8.990263845,12.98457531,7.298663213,2.119929511,2.22233429,4.791132876,6.881817151,10.95164114,9.861487552,5.915316971,9.823500924,0,3.812882425,7.555227573,52.01533321,15.19789553,9.73718739,29.12385897,1.753450958,0,0,5.341019027,6.147477261,9.137569024,6.473476551,2.490329781,4.297191028,11.32249978,25.02283297,16.86544386,32.73387207,6.272994468,4.963760402,1.966565945,29.56847009,17.19228914,20.60557697,35.63411379,68.25724217,23.09563034,51.59098068,30.7895727,10.13577552,12.81302664,14.49661253,6.181605361,7.364496291,1.909224905,3.01686042
Dimethyl trisulfide,0,0,0,6.546393928,3.075564304,5.150199818,4.369260131,6.128308684,6.777537141,0,3.841786996,2.638549878,2.146637941,4.126302366,0,0,4.987149808,2.728523104,6.742844382,4.184616368,0,4.476052021,0,0,0,0,0,0,0,0,0,0,0,0,7.830584888,0,0,0,0,0,0,0,3.477795209,0,0,0,0,0,0,0,0,0,2.443391312,0,0,0,0,2.003000592,0,0
1-Heptanol,0,0,0,0,0,4.329614438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.522965875,4.286147157,0,0,0,0,0,0,0,2.990927833,0,0,0,0,0,0,0,0,0,2.072949648,0,0,0,0,0,0,0,1.566210428,1.826191959,0,0,1.608133791,0
"1-Butanol, 2-methyl-, propanoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Octen-3-ol,23.41466771,8.261182795,20.11318509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.393362152,0,0,0,2.797738918,5.035085627,4.174870885,7.623386644,2.484927305,0,0,0,1.366708161,0,0,0,0,0,0,0,0,28.55595581,27.67767875,22.02308327,21.95204344,3.688210961,0,3.234645205,2.54494914,0,0,0,0,0,0,0,0,0,0,1.409127906,1.641412076,0,0
1-Nonen-3-ol,0,0,0,0,0,0,0,0,0,0,1.807262617,0,0,0,0,0,2.901661137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propanol, 3-(methylthio)-",0,0,0,0,0,0,0,0,0,0,0,0,0,2.048831698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703904071,0,0,0,0,0,0,0,0,0,0,0,0
Phenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethyl (methylthio)acetate,0,0,3.099495377,0,0,2.081918372,0,0,0,0,3.922637634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082677158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Octanedione",0,3.014766502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Hepten-2-one, 6-methyl-",3.598066295,5.367625801,2.35712655,0,1.856741624,0,4.043778385,3.069055956,3.752794182,0,0,0,0,0,1.557780918,2.380101079,2.287540856,0,2.276957878,1.893120272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.480891858,2.885296713,0,0,0,3.119820512,3.372171347,2.010181274,3.394695279,4.916259496,0,0,1.410384528,1.638619427,0,1.727751687
"Furan, 2-pentyl-",0,3.329973021,2.672456841,0,0,0,2.274919933,2.641556549,0,0,2.221419617,0,0,0,0,0,0,0,0,0,0,0,10.13196119,0,0,0,0,0,0,3.059987755,0,0,0,0,0,0,2.808792647,0,0,0,0,0,0,0,5.905785957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesitylene,0,0,0,0,0,0,0,0,2.496587526,0,0,0,0,1.679910533,1.524573141,1.788511906,0,0,1.571262906,1.395364935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.397946087,0,0,0,0,0
"Benzene, 1,2,3-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.047695887,1.690662165,2.271784031,1.697136472,0
"Hexanoic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.89160278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.96034152,0,0,0,0,0
"Benzene, 1,3-dichloro-",257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6
"2,4-Heptadienal, (E,E)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347576484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, hexyl ester",0,0,0,0,0,4.337352984,0,2.373492522,0,0,0,4.147385277,2.325726946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-, 3-methylbutyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Hexanol, 2-ethyl-",9.302697321,0,7.165203415,5.512708692,5.095611778,3.815736612,0,0,0,0,7.425611069,3.022847077,4.188682517,6.283783587,6.211793216,4.560611525,3.868289442,5.962282932,5.783372699,4.928053649,0,0,0,0,0,4.771462474,0,0,0,6.296186128,0,0,0,0,0,0,0,5.001788645,6.965990662,7.11274894,7.151419303,5.730585067,0,0,0,6.16430901,4.77546324,5.358235728,7.398454033,0,5.520835911,5.274769723,4.334274473,0,4.235384832,3.836292198,2.74661637,2.670070758,2.560737814,7.227793261
"2-Octene, 2,6-dimethyl-",0,0,0,0,0,0,6.993235245,6.017381702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptenal, (Z)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eucalyptol,0,0,0,0,0,0,0,0,0,0,11.83077532,0,0,0,0,0,0,12.80420831,0,0,15.68724203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benzyl alcohol,68.65625733,57.64031323,38.19532147,52.8525582,28.50209637,0,30.46022543,28.71672804,21.41747609,17.33412358,0,18.72176966,25.41145025,16.17137902,0,0,15.32358418,0,25.32569794,34.13039282,0,41.73495602,0,8.102553073,22.15220957,44.65659825,17.14383409,9.827869194,18.72142309,0,3.505618572,4.756380954,5.322415223,13.36455415,13.48823541,5.493056052,3.200587171,3.783301066,4.314911376,6.355604546,5.11390764,4.516571122,21.60836953,0,0,12.53824797,42.30153134,38.73628113,72.04711568,259.8604289,52.260009,32.76675531,46.14291932,7.117842142,71.32576191,37.84052301,7.905118811,11.65780618,5.544541758,3.23555316
Benzeneacetaldehyde,0,50.42056222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.195740763,0,1.752006434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Octenal, (E)-",0,5.199230216,0,0,0,0,0,0,0,0,1.781996793,0,0,0,0,0,0,0,0,0,0,0,0,3.209881751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.093016728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Dodecenal, (E)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Octen-1-ol, (Z)-",0,0,1.379608175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-, 2-methylbutyl ester",0,0,0,0,0,0,2.53388126,2.656163747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isophorone,0,0,0,0,1.819468607,0,0,0,0,0,0,0,0,0,0,0,1.963893526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465855025,0,0,0
Acetophenone,5.858591974,3.534420268,1.865858535,4.320956716,4.70137832,0,1.983888161,1.87137082,2.852347965,0,2.939161747,1.53284758,2.102229507,2.273685389,3.342841571,3.645428461,2.063201953,3.091740171,3.917326642,3.303297465,3.506178928,0,0,0,0,2.742108125,0,0,3.055305342,1.472547188,0,0,0,7.588502733,0,0,3.804577635,1.794331696,2.056829357,2.555281658,2.425276329,0,2.474956654,0,1.561936843,1.756642051,2.137778284,0,0,0,0,1.843848576,0,0,1.896595786,1.772497012,1.842077756,0,1.372578905,3.38330998
1-Octanol,10.15239569,0,0,18.0101314,4.100822449,10.21523723,37.61129966,83.06352862,71.5656719,9.663190439,0,50.10422424,9.126315527,0,0,0,1.986676025,3.107902933,5.64259185,5.583454233,3.72754047,83.43294899,0,8.053550965,8.811676955,4.005490462,3.492402538,4.515931627,6.240619098,3.447725147,7.297462072,10.92663904,15.0870942,39.556422,32.10285049,8.637756397,9.648686386,6.505642395,4.049204256,0,2.89702583,0,7.513537007,3.262499158,0,0,7.476833364,14.24517554,8.254059053,9.291054526,16.4749746,3.380707797,1.802603386,0,12.19277079,7.9607913,2.12039136,1.921938632,2.640907517,2.602418457
"3,5-Octadien-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santolina alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanediol, diacetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782854155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Hexadienoic acid, ethyl ester",0,0,0,16.29374503,8.06726191,4.78812806,0,0,0,0,0,0,0,0,0,0,0,2.650153078,3.187336103,5.746866775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.489396602,0,0,0,0,0
(S)-3-Ethyl-4-methylpentanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
